Numéro de commune BFS;Echantillon;Total;Total (+/-);A pied;A pied (+/-);Vélo (incl. vélo électrique);Vélo (incl. vélo électrique) (+/-);Deux-roues motorisé;Deux-roues motorisé (+/-);Voiture;Voiture (+/-);Transports publics routiers;Transports publics routiers (+/-);Train;Train (+/-);Autres;Autres (+/-)
261, 52, 54, 62, 66, 69, 131, 133, 135, 136, 137, 139, 141, 151, 152, 154, 160, 161, 191, 194, 197, 199, 200, 243, 244, 245, 246, 247, 249, 250, 251, 4023, 2, 5, 51, 53, 56, 57, 60, 68, 72, 89, 90, 92, 96, 121, 138, 142, 155, 156, 158, 159, 174, 198, 1322, 1323, 4030, 4040, 4048, 4062, 4063, 4075, 4081, 4083, 1, 3, 4, 8, 9, 10, 11, 12, 13, 14, 23, 55, 58, 59, 61, 63, 64, 65, 67, 70, 71, 81, 82, 83, 84, 85, 86, 87, 88, 91, 93, 94, 95, 97, 98, 99, 100, 101, 102, 111, 112, 115, 116, 117, 119, 132, 134, 140, 153, 157, 172, 173, 175, 176, 177, 178, 180, 182, 192, 193, 195, 196, 213, 215, 224, 241, 242, 248, 1321, 2933, 2938, 4022, 4031, 4061, 4066, 4067, 4071, 4073, 4074, 4079, 4084, 4226, 4238, 4306, 4308, 4318, 4319;5453;34.52851705390401;1.3235454940378653;2.1191566846565464;0.08272549193903139;0.8671637860988657;0.11311874549813206;0.3008679416665965;0.11156342150449237;19.548806158916697;1.0442103062655126;1.9476073133807421;0.11954657212926519;8.937778346264977;0.8361280929099588;0.8071368229195809;0.3028795641996472
