Agglomération;Echantillon;Total;Total (+/-);A pied;A pied (+/-);Vélo (incl. vélo électrique);Vélo (incl. vélo électrique) (+/-);Deux-roues motorisé;Deux-roues motorisé (+/-);Voiture;Voiture (+/-);Transports publics routiers;Transports publics routiers (+/-);Train;Train (+/-);Autres;Autres (+/-)
Centre hors des agglomération Stans;222;37.26899219603698;7.153559833247813;1.5644526985314575;0.32473566195802256;1.2572026312331313;0.5030622337012722;1.432370858218581;1.3242475543022123;24.244004693245373;5.736615084264084;0.8292613599737011;0.4366777953119324;7.771083371465674;4.58733403390198;0.17061658336906185;0.16071844541523242
Agglomération Chiasso - Mendrisio (CH);568;30.607751929728057;4.823140524243299;1.3191362718034065;0.19147718025782948;0.5096457629911345;0.4417471664459799;1.0199062732933817;0.6535803625340804;20.066489595065942;3.185523073683618;1.337675765718647;1.7543898354772993;6.1681339850661905;3.106942788590297;0.18676427578935467;0.18653689718520733
Centre hors des agglomération Schwyz;197;32.59853079546924;6.505679741221503;2.272101950031733;0.49369623562185666;0.86176485870722;0.8702488637337329;1.171716842079315;1.581112212467458;20.954535339267526;5.787138576218786;1.0825452905463258;0.4677642035567873;5.732192463108853;3.1340128263248874;0.5236740517282633;0.5410421143988264
Centre hors des agglomération Lyss;48;44.42998189660255;20.518442703133235;1.5490303526315854;0.7114316331842314;0.7712167629744805;0.6011873344986645;0.5165350976988976;1.1775068632192576;31.013796539541374;20.650251755427355;0.5030660547407544;0.48884793969776275;10.076337089015457;6.842443325649374;0.0;0.0
Agglomération Grenchen;365;35.5384565620525;6.063412727220184;1.8292580823364437;0.2980596839716739;0.7766990482947483;0.3902609863873062;0.6358981493834748;0.7335922156737628;26.072613204447872;5.589777769833731;0.5235983626294636;0.20684631066179418;5.572540337274146;2.4750831535118847;0.12784937768635174;0.14873516570231854
Agglomération Glarus;240;39.40933144790451;7.8901691440307395;1.7345030283734473;0.31285179432890514;1.1136207003824925;0.47844498308192673;2.033587055070211;2.4890067898677883;28.11596570634947;7.179507049351671;0.523100453452961;0.3331120622483252;5.871240741745228;3.41761681566766;0.017313762530694624;0.02050063813020665
Agglomération Wohlen (AG);413;31.170825191521313;3.9631944487964033;1.5658804484861355;0.24759837289829062;0.5200519071606696;0.21303406173399267;0.23603470853958733;0.30170572084865793;23.68080906548032;3.711569444116919;0.4703240061269632;0.26242312515377203;4.621566706523479;1.8117923130552633;0.07615834920416166;0.05736212011576471
Centre hors des agglomération St. Moritz;94;42.39738255542448;17.002049614726495;3.1458353611763212;0.8028751755695476;0.17742369631729812;0.3302335921905933;0.0;-;31.891875610501543;15.962472151218112;1.9340467650684894;1.002916233422287;4.968866418828514;6.341629836542021;0.2793347035323128;0.28381094346367913
Agglomération Interlaken;264;40.39402363082488;7.098283285400999;2.1000951653528457;0.6088083973490844;1.2242477002870316;0.3382420580198744;1.0584294559062466;1.4772780052233716;23.460262391724722;5.309620924286388;0.6357020015598445;0.26938242105506555;10.683044640302173;4.621783305129187;1.2322422756920257;1.3273640686779176
Agglomération Lachen;309;47.152673761234055;6.602113809261398;1.808007440165942;0.327270222635946;0.8570199015147565;0.539229765793273;0.1847182141384305;0.24212803291910373;29.90183073288254;5.587873838529868;0.7430755155818448;0.3032902805012857;11.422878815551506;3.938945617319613;2.2351431413990364;2.290843933290514
Agglomération Amriswil - Romanshorn;532;39.56390414763859;5.148874195625847;1.4161235983286191;0.20386929728809525;1.3342364181385866;0.4006627812579335;0.29977084951788485;0.33114992111350766;27.2219203234442;4.651690959271862;0.533878308679846;0.33001029777138174;8.277121974918195;2.670221509555862;0.4808526746112616;0.4983974727034941
Agglomération Brig - Visp;335;45.438612714417616;7.687485448830056;3.002385663779164;0.5143365540956623;1.3491398616818826;1.073945587118083;1.2403078895341868;1.3235054090749339;17.178797084386296;3.5289403218338555;0.9831554055305572;0.3979661111031763;21.394370012712184;6.885331655607438;0.290456796793348;0.3078016240407997
Agglomération Frauenfeld;458;38.10463251581825;4.901638995049832;1.9236373142127;0.29700906213476697;1.2595425475619317;0.38630927977200996;0.14876213157752669;0.13585582974596175;25.265629413339116;4.301050936483176;0.67809535486958;0.23702151609308628;8.163463253557342;2.561525399165523;0.6655025007000612;0.7712223311125989
Agglomération Zug;657;37.35887522207837;4.430422351981701;1.9215493554067573;0.2315544484505148;1.4803756733507458;0.47541159008120404;0.20805301875563253;0.22123659479926017;26.345912389314194;4.267095116263105;1.2251382536806736;0.3188021010562185;5.943873945516962;1.6344699706658947;0.23397258605340027;0.1634891971855135
Agglomération Lugano (CH);622;26.469290295142798;3.7944189581761907;1.7211533404726365;0.19406403785781656;0.36112945860701984;0.2797787916270661;0.7738407223804624;0.368558312741449;18.24682094127022;2.666921602703102;0.856691274551232;0.3521807400020902;2.6181057588677854;1.536279196283283;1.8915487989934456;2.2143881758951345
Agglomération Sierre;180;28.67707368559091;7.224933455823652;1.7791272432352825;0.40476103355640625;0.30117114117253513;0.40537343325046593;0.8255604095259016;1.8360461657264122;21.784727023718947;6.018628304243471;0.2043912490938461;0.1300158649444821;3.7140600670399886;3.2715642463050196;0.06803655180440354;0.13327323894606052
