Agglomération;Echantillon;Total;Total (+/-);A pied;A pied (+/-);Vélo (incl. vélo électrique);Vélo (incl. vélo électrique) (+/-);Deux-roues motorisé;Deux-roues motorisé (+/-);Voiture;Voiture (+/-);Transports publics routiers;Transports publics routiers (+/-);Train;Train (+/-);Autres;Autres (+/-)
Communes hors des agglomérations;13460;42.477559527068266;1.0215444782821022;1.7207873426746696;0.0532651574679454;0.7706357992316564;0.07219969438336733;0.6320784384467695;0.1351670651012737;30.70266733966247;0.8539331793024433;1.0559441188585406;0.10469501244159776;6.817463126130405;0.5711106646772267;0.7779833620637487;0.2053460674891081
Communes rurales sans caractère urbain;7406;42.66564647628514;1.4128311915947829;1.7270366414442666;0.07243757266643362;0.7320030386160256;0.0940805795732424;0.528822152535274;0.1352668491624028;31.194009375718885;1.1727565272387206;1.0822273350602087;0.1605307149536724;6.689380073232914;0.7926578239385109;0.7121678596775682;0.28700454975269746
Communes-centres d'agglomération (villes-centres);17086;32.17812662312592;0.8148210535769757;2.2250299172076002;0.045585908745828276;1.0887412266994374;0.06884196963874264;0.3637427705423723;0.0820501098358083;16.843186645951135;0.6177819527097664;1.856100960586621;0.06612915327276234;9.412995760210814;0.5472295008164872;0.388329341927938;0.10804807750374643
Communes-centres d'agglomération (centres principaux);14310;33.017701049868876;0.8762027487113994;1.8916728553831295;0.04985247168173159;0.8242098759582677;0.06622887825643965;0.5344207638010706;0.12570471948253245;21.38683650700335;0.7299732140368009;1.6048984964586377;0.09415436999970807;6.2089365430964145;0.487783145342925;0.5667260081680036;0.14081138441521443
Communes-centres d'agglomération (centres secondaires);3411;40.97535736701151;1.9264221168984272;1.9102922423783129;0.09931350938106297;0.829091366867407;0.17469822384500128;0.5755340737302199;0.24332580294799788;25.075738013735233;1.5269842344208222;1.3244882234800017;0.14973679154474684;10.003639300239715;1.1875400170593935;1.2565741465806208;0.5344500434969233
Communes de la couronne d'agglomération;8823;39.50638525213537;1.1151097549935671;1.735899757391782;0.06165680536683289;0.8495325327734864;0.11058043626153187;0.6433760431907449;0.18624956799312045;27.722450664692353;0.9329396881924429;1.4487734378366721;0.1091282689026762;6.09506139895297;0.5593777015990397;1.011291417297356;0.31201523173709433
Communes multi-orientée;3647;43.38419365417496;1.883200381297528;1.6061248748407193;0.10091895264233831;0.7734337745078979;0.14979716562689824;0.9611752684635609;0.38661859782993474;32.39901777948628;1.6214051070803543;1.14712352705891;0.16020529286377314;5.446943990747176;0.9476898733823284;1.0503744390704175;0.42413847616958955
Communes-centres hors agglomération;2407;40.235844948570936;2.3486867645653757;1.895437274978984;0.12464073723242332;0.905836299293204;0.16655866042123535;0.44003067238765947;0.23285913563907898;26.00301927834952;1.9089855531557411;0.803795223091407;0.18586424246777491;9.639912304597692;1.4865717238303409;0.5478138958724738;0.32931929339975313
ECU: Espace sous influence des centres urbains;12470;40.79330270030177;0.9658670390350249;1.692831729430197;0.05278673022282543;0.8242778503234007;0.08920901766868705;0.7488431848376208;0.1758110356440717;29.274449936854456;0.8172670399310791;1.3486657241049766;0.09014360957729013;5.87997248413146;0.484865833704668;1.02426179061966;0.25194746497760734
ECU: Espace des centres urbains;37214;34.0136121702562;0.5563033116232703;2.04083105065429;0.03090396715034344;0.9467978189731598;0.045092535049984464;0.45738740942415607;0.06720273220248245;20.104263410469994;0.44254945481179464;1.630466799961361;0.050697535243984924;8.270912683616087;0.34589009136123844;0.5629529971571533;0.09293986954659386
TC9: Commune urbaine d'une grande agglomération;13929;31.533371563553665;0.875596449669639;2.1434803304072236;0.04997557506774828;0.9446421771686545;0.0728830350592352;0.49707598020190435;0.12029016468022544;16.955765706201717;0.6742695809109011;2.215633651668122;0.08053111771881949;8.20231728095776;0.5623916780711828;0.5744564369482877;0.15583300317082943
TC9: Commune urbaine d'une agglomération moyenne;14779;34.977052618798545;0.892894473405425;1.9601218143381778;0.048561558202298245;0.950228248335009;0.07106170339252701;0.4024626649765006;0.08938030362522528;21.984553087960037;0.726813036472917;1.2498425064802825;0.08634278825754527;7.936725507901906;0.5389117031672347;0.4931187888066308;0.13496281247219416
TC9: Commune urbaine d'une petite ou hors agglomération;8579;39.16827887578212;1.241475927977892;1.9059927960889975;0.06725887661142083;0.9381200902739492;0.09783317716183247;0.4558271620944936;0.1433323613486613;25.364387667704523;1.0120771959550352;0.7352439797222288;0.09130500828221426;9.090390252727476;0.7539101211191168;0.6783169271704461;0.21079292715716902
TC9: Commune périurbaine de forte densité;3547;41.201494032355704;1.911031787567772;1.7907426877076718;0.09608252020449243;0.8259778391966127;0.1509101362665732;0.31382803335697035;0.14366531067366722;29.07798202391192;1.6702392664003318;1.2189755713409691;0.1356182379674075;7.002991148946155;0.9640279813575817;0.970996727895406;0.4222871596460908
TC9: Commune périurbaine de moyenne densité;6169;40.471243766611515;1.3289604575898775;1.7106472013116139;0.07742471900106047;0.9099015634821797;0.14259381252322728;0.6687457925616525;0.2004992301755583;29.167612792227995;1.1340379792696345;1.2739146566414055;0.1311073689508915;5.690213378919756;0.6390287069356169;1.0502083814669114;0.3867507567514571
TC9: Commune périurbaine de faible densité;2791;41.89337423587794;2.0773743667859703;1.5473132048726785;0.10777382667146718;0.672620280050501;0.15528211781855147;1.4659265305232816;0.6196468195558495;30.64676789941121;1.6606382789892535;1.6593317979571722;0.2204561295728562;4.877318067562446;1.098695166588017;1.0240964555006586;0.5015442453619611
TC9: Commune d'un centre rural;2014;38.37365640684033;2.3609890205557664;1.808246319498759;0.13991122843136358;0.7690333654965885;0.1784248741560813;0.5615669003808706;0.2940966956307833;27.29704474760574;1.980033645475135;1.0073812663338415;0.3572382602859463;6.2969509032765165;1.3018773955569505;0.6334329042480183;0.4597330549536752
TC9: Commune rurale en situation centrale;3743;43.587947672911056;1.964185093563572;1.5701954522231745;0.09872902008107463;0.8737384720422577;0.14547765035155996;0.5462877323912753;0.1788174207569014;32.72384256999421;1.7243340605437507;0.9962549161375551;0.17587633641039566;6.103273870933414;0.9466123294489988;0.7743546591891654;0.44708369346063415
TC9: Commune rurale périphérique;1539;45.21197570171016;3.565963463535698;1.9626975128086717;0.16862853541299477;0.32927692145640436;0.15168814092842445;0.4688493062662684;0.2873628486795892;31.590521282119962;2.584886415755598;1.4051585736782917;0.42610765215304036;8.75413351003277;2.4621570009862705;0.7013385953477926;0.6121192577810444
