Agglomération;Echantillon;Mobilité douce;Mobilité douce (+/-);Transport individuel motorisé;Transport individuel motorisé (+/-);Transports publics;Transports publics (+/-);Autres;Autres (+/-)
Agglomération Olten - Zofingen;766;0.07055816667472638;0.01735166365265758;0.5662422037014814;0.033580034148992646;0.35198500387364234;0.03236018363446008;0.011214625750149901;0.007135095302018464
Agglomération Vevey - Montreux;744;0.06506759061605781;0.01695730204978747;0.7215774886205811;0.030816119319731567;0.19950151630214333;0.027474996330565837;0.013853404461217722;0.008035877038001118
Agglomération Delémont (CH);493;0.06597929243738931;0.0209666658258704;0.6732200328435181;0.03961444006536021;0.23315969560975552;0.0357130136094557;0.027640979109337074;0.013846414527209562
Agglomération Winterthur;882;0.09212923706698702;0.018261952699562888;0.5753810789830406;0.031211448212988626;0.32992310472007175;0.029689654794472446;0.0025665792299007224;0.003194888872423069
Centre hors des agglomération Mels - Sargans;68;0.06375578648316567;0.05556107939973956;0.5764113287093967;0.11237112257621899;0.3311283088704643;0.10702515379854849;0.0287045759369734;0.037972355337022874
Agglomération Sion;654;0.05837580689878114;0.017192424741381742;0.7312130572122156;0.03250932350494846;0.15895565464935288;0.02681200662841433;0.05145548123965035;0.01620043071047114
Agglomération Aarau;729;0.08479183251640542;0.01934835039214669;0.5328166495580106;0.034652898106130224;0.35217263720989866;0.033175267859345076;0.03021888071568522;0.011890032423706832
Agglomération Bulle;492;0.05944282250004659;0.01999081566416543;0.7796069736693564;0.03504491283343582;0.11928369912987369;0.027402915333298885;0.0416665047007232;0.016894294914035102
Agglomération Locarno (CH);520;0.09065582594551638;0.023611908178485654;0.7692685087652461;0.034646669670287004;0.1382758375068027;0.02838744892862283;0.001799827782434797;0.0034857270585236
Agglomération Solothurn;878;0.07747968106814143;0.016920195554782812;0.67278419920629;0.029694671195458298;0.24418212494754646;0.02718873547756275;0.005553994778022291;0.004703453263542167
Agglomération Neuchâtel;1320;0.06423034793191569;0.012654308080655272;0.7170019407482182;0.02325068124439967;0.19651322476155006;0.020510159878398004;0.02225448655831619;0.007613870631895514
Agglomération Bern;1490;0.0907565554969366;0.013955863435150954;0.5563752608671757;0.024136228203710693;0.3413357390919901;0.023035654200124777;0.011532444543897711;0.005187039035960215
Agglomération Arbon - Rorschach;527;0.07183859799108301;0.021093863051110103;0.7641774854095615;0.034678092289760085;0.1448953597739445;0.02875426801084774;0.019088556825410826;0.011178071779360706
Agglomération Luzern;1768;0.09382834484650146;0.013004746401222183;0.6194077202915832;0.021654487891845004;0.25971578683654006;0.019555910536248788;0.02704814802537506;0.007235092119613803
Agglomération Martigny;250;0.05464183852196521;0.026956381246398656;0.7065899670049886;0.05400350684285606;0.23275747018175114;0.050120904258655216;0.006010724291294984;0.009167586205505871
Agglomération Biel/Bienne;576;0.09593665547738185;0.02301183383972135;0.5439879665017986;0.038917264847995396;0.3459997568885705;0.03716946957940425;0.014075621132249078;0.00920481573252874
Agglomération La Chaux-de-Fonds - Le Locle (CH);1068;0.07100439221097694;0.014737864685173767;0.7640454732729564;0.024364577656148665;0.1592450519365487;0.02099678574564586;0.005705082579518013;0.0043218899545534
Agglomération Schaffhausen (CH);667;0.06413881612528735;0.017789921173196353;0.6282086083400181;0.03509210687050406;0.2759218296475635;0.03245589535987396;0.03173074588713111;0.012727586229433525
Agglomération Buchs (SG) (CH);323;0.08237562474572316;0.028688069466089084;0.7466736563502153;0.04538110687747446;0.16943194429520805;0.0391430580270037;0.0015187746088535913;0.00406336754994707
Centre hors des agglomération Porrentruy;62;0.056087699108501816;0.05479924107414461;0.6972354999228568;0.10942514488362672;0.2464918420165032;0.10264083190309833;0.0001849589521381575;0.0032387126679209264
Agglomération Lausanne;2553;0.06369114591548354;0.009063468770973852;0.6886210220560037;0.017186210583629402;0.23499676386963425;0.015736491924236082;0.012691068158878351;0.0041545210852455255
Agglomération Altdorf (UR);267;0.10299298883381075;0.03488324453800173;0.5767047723180008;0.05670398508884079;0.28406680302205606;0.05175610854919152;0.036235435826132464;0.02144703915093345
Agglomération Rapperswil-Jona - Rüti;581;0.09010031718793023;0.022276276722140095;0.48454228795388765;0.038881682637918115;0.40143505790831413;0.03813695149408774;0.02392233694986793;0.011888489435306106
Agglomération Fribourg;1130;0.05781351915476598;0.013020110471168517;0.6575589127784405;0.026472307557709362;0.2595311410663878;0.02445567584515364;0.02509642700040569;0.00872606232210477
Agglomération Thun;463;0.08513941434941044;0.02432333079031615;0.621178195512503;0.042277163717753495;0.2825925712133662;0.03924131598617635;0.011089818924720342;0.009126849930989904
Centre hors des agglomération Burgdorf;172;0.10154125576952266;0.043189369604866065;0.4846654219030415;0.07146151026257377;0.41143094554437454;0.07036451833927622;0.0023623767830613413;0.0069417268815708
Centre hors des agglomération Stans;222;0.07571053477707483;0.03329480110402111;0.6889474074427552;0.05826452553503541;0.2307640809335836;0.05302835430155615;0.004577976846586274;0.008496394807513147
Agglomération Chiasso - Mendrisio (CH);568;0.05974898251244384;0.018650210964663853;0.6889233785209483;0.03642635652053411;0.2452257770520791;0.03385229956039641;0.006101861914528855;0.006127717171063121
Centre hors des agglomération Schwyz;197;0.09613521628939543;0.039384979821782566;0.6787499817145777;0.06238987801835525;0.2090504567955049;0.05432973550593866;0.016064345200521954;0.01679780377453272
Centre hors des agglomération Lyss;48;0.052222553702716897;0.06021883820130467;0.70966339150481;0.12286473148057198;0.23811405479247325;0.11528893604115739;0.0;0.0
Agglomération Grenchen;365;0.07332780831607073;0.025587139623572976;0.7515383035050076;0.042415989664704695;0.17153639436364793;0.037003190987706186;0.003597493815273554;0.005876811420770819
Agglomération Glarus;240;0.07227028787638522;0.03134409666517641;0.7650358849978108;0.05132238212431442;0.16225449557932536;0.044629246560541375;0.00043933154647857496;0.002536681296431305
Agglomération Wohlen (AG);413;0.06691938191659404;0.02305851169819938;0.7672829842350615;0.03899308360509307;0.16335437645184547;0.034113940426949485;0.0024432573964989954;0.004555637330935127
Centre hors des agglomération St. Moritz;94;0.07838359014614285;0.051986969536324326;0.7522133133763744;0.08350573806034362;0.16281460712517073;0.07141087108524588;0.006588489352312003;0.01564819844153643
Agglomération Interlaken;264;0.08229788881697474;0.031718599465643364;0.6069881047680684;0.056371777351596604;0.2802084473017099;0.05183376730975396;0.030505559113247024;0.019848648752418343
Agglomération Lachen;309;0.05651911395683601;0.02463517997729476;0.6380666576697127;0.05126710997651281;0.2580119717651182;0.04667774765404626;0.0474022566083332;0.022669701235392865
Agglomération Amriswil - Romanshorn;532;0.06951690121894513;0.02067827869912261;0.695626272631255;0.03741161935292492;0.22270300349324693;0.03382762202803781;0.012153822656553013;0.008908735127561495
Agglomération Brig - Visp;335;0.09576712988159322;0.03015065360181303;0.4053623971683476;0.05030327542016811;0.49247818279325184;0.05122349486432029;0.006392290156807238;0.008165524129836265
Agglomération Frauenfeld;458;0.08353787063694179;0.024245825594010017;0.6669633025424518;0.04129857148678474;0.2320336931410257;0.03699002494107497;0.017465133679580646;0.011478838800388821
Agglomération Zug;657;0.09106069196502553;0.021048491900409163;0.7107806444980163;0.03317183849737322;0.19189582546534723;0.028810746256930177;0.0062628380716110805;0.005771775440250159
Agglomération Lugano (CH);622;0.07866787419917194;0.02024334962757792;0.7185935645256434;0.03381304134702488;0.1312765470729925;0.025392759943185277;0.07146201420219231;0.019369259839782976
Agglomération Sierre;180;0.07254221289158544;0.03625575695439681;0.7884447235146459;0.05708632129282899;0.13664055681185844;0.048008720813996444;0.0023725067819102205;0.006800211760015617
Centre hors des agglomération Schönenwerd;122;0.06138824217275656;0.040754580978502285;0.6660548028515799;0.08007250611748801;0.22456640413256634;0.07084929568050166;0.04799055084309716;0.0362901977898357
Centre hors des agglomération Reinach (AG);62;0.04506293327252294;0.04940512624046786;0.5034811814788149;0.11907878283468874;0.4514558852486622;0.1185191009257174;0.0;0.0
Centre hors des agglomération Einsiedeln;135;0.07132326612560105;0.04153859122254226;0.6628734870686538;0.07629843817408397;0.23013039344240852;0.0679359177442547;0.03567285336333659;0.029935394790798448
Centre hors des agglomération Sarnen;170;0.06791484783731198;0.03618732275060366;0.6836866125012888;0.06688575250099456;0.23431238608589056;0.06092137925367728;0.014086153575508523;0.016949698813440356
Agglomération Lenzburg;335;0.0783626847947266;0.027534869890622874;0.5638752355235395;0.05080953669359465;0.35171420900833955;0.04892451831278137;0.006047870673394486;0.007943873727483801
Centre hors des agglomération Aigle;91;0.10447789563199306;0.060131276141390265;0.6582618771042565;0.09323868165560187;0.22535111952020906;0.08213577630395598;0.011909107743541281;0.021324954723705776
Centre hors des agglomération Flawil;47;0.10396219253260866;0.08348774040508915;0.4457054827340998;0.13596154915473255;0.44853761786376484;0.13604394184027507;0.0017947068695266207;0.011577866070177634
Centre hors des agglomération Payerne;60;0.09116035185364646;0.06968539357943289;0.8295671746777737;0.09103272216469808;0.07794056398044717;0.06490174275982429;0.0013319094881327014;0.008829641515744504
Centre hors des agglomération Kirchberg (BE);73;0.07497695481415435;0.057802882813185574;0.8150648400638487;0.08521482309356021;0.10995820512199679;0.06866388071643062;0.0;0.0
Centre hors des agglomération Sursee;126;0.05972418417870915;0.039590248445079766;0.6950713398967516;0.07691291908737738;0.24429609862233265;0.07178266516872997;0.0009083773022065284;0.00503293448067467
Centre hors des agglomération Wattwil;35;0.06021574527553111;0.07540599008725091;0.7068288303464433;0.14429606535240525;0.23147910097003332;0.13369663171083646;0.0014763234079923698;0.01217045088115553
Centre hors des agglomération Spiez;81;0.08129805251102792;0.05694500478741738;0.5630838164324007;0.10335079761288121;0.3556181310565713;0.09974516379667853;0.0;0.0
Agglomération Monthey;186;0.06155765643509807;0.03304906048533599;0.7649256614328457;0.05830778023952294;0.130576679060924;0.04633004624350939;0.04294000307113232;0.02787500147945607
Agglomération Kreuzlingen (CH);454;0.08594555946942735;0.024668377176014427;0.7107676797574186;0.03990525345763963;0.2003178133068944;0.03522583719533573;0.0029689474662595423;0.004788488249597828
Centre hors des agglomération Oensingen;37;0.04510888859824896;0.06398495670951918;0.9337776040688429;0.07666445684091225;0.021113507332908125;0.04432168381620871;0.0;0.0
Centre hors des agglomération Döttingen-Böttstein;36;0.10805789008168157;0.09703224485325916;0.6608379318603188;0.14796896032975718;0.21344861337889537;0.12806478439441873;0.01765556467910423;0.04116159583447142
Centre hors des agglomération Weinfelden;63;0.05192900324549267;0.052423486703438396;0.6415302947617164;0.11330140441107786;0.29912964695451827;0.10818051707132925;0.007411055038272554;0.020264001789307522
Centre hors des agglomération Arth;107;0.04020419714173068;0.03561262486305962;0.7385665073458443;0.0796625642766996;0.2194987151592405;0.075038072041922;0.0017305803531844418;0.0075352667836436835
Centre hors des agglomération Zermatt;16;0.08076235212779546;0.12774065630318054;0.6905877400736227;0.21671499056175555;0.19392004717507563;0.18535793246451177;0.03472986062350632;0.08583940887810612
Centre hors des agglomération Langenthal;68;0.061974243481311586;0.054831395108269926;0.5736091500877211;0.11246781833512522;0.35931841243379925;0.10911316538556874;0.00509819399716817;0.01619625424193801
Centre hors des agglomération Landquart;98;0.053884984337567575;0.0427723945066411;0.7916925585372744;0.07692869930885314;0.15279045038430036;0.06815555246743908;0.0016320067408577285;0.00764652327213263
Centre hors des agglomération Murten;32;0.04533972121415773;0.06896990275279824;0.7598057130198616;0.1416212354111599;0.19123965934385573;0.13037510416754297;0.0036149064221249433;0.019895639584462416
Agglomération Stein (AG) (CH);25;0.0512717863498898;0.08272006780105991;0.7975416877592368;0.15071110423639156;0.15118652589087342;0.13435796752914042;0.0;0.0
Centre hors des agglomération Uznach;28;0.11712492190748797;0.11396356437170857;0.6378826937405585;0.17032829074102573;0.2335315773441823;0.149937987701293;0.011460807007771358;0.03772213664682987
Toutes les agglomérations;43630;0.08394824417747163;0.0024896824698635548;0.6268768770240856;0.00434205534081219;0.2703624852767635;0.003987538964474015;0.018812393521679342;0.0012197650954379414
Agglomérations de 250'000 habitants et plus;18404;0.08886999099445717;0.003933529257691777;0.598263000796581;0.006776908617085994;0.2946772668223075;0.006302050786839227;0.018189741386654298;0.0018473181038600732
de 50'000 à 249'000 habitants;18345;0.07951855647786525;0.003745878255095751;0.6573505475015521;0.006571059976572086;0.24367690271879133;0.0059439173269183136;0.019453993301791296;0.001912274634109202
de moins de 50'000 habitants;6881;0.07578286056485085;0.005982979035042622;0.6571247038577129;0.010730920309699288;0.24754330527037108;0.00975688806697641;0.019549130307065146;0.003129836229836284
Agglomérations de 500'000 habitants et plus;14361;0.09321463994980518;0.004549594871243043;0.5899667985248451;0.0076966495148462115;0.29621146042557917;0.007144970441677479;0.020607101099770632;0.0022231324547119114
de 250'000 à 499'999 habitants;4043;0.07789460233496523;0.007904289666035222;0.619220745660635;0.014321162462527832;0.29080160937613214;0.013393718176425314;0.012083042628267614;0.0032223095380089673
de 100'000 à 249'000 habitants;7101;0.08832343365004729;0.006314941989494272;0.6351202030366531;0.010713068207527219;0.25752928912384077;0.009731145695854645;0.01902707418945901;0.0030403635252793737
de 50'000 à 99'000 habitants;11244;0.07137845841871616;0.004553164008273626;0.6779024734732915;0.008263949208967256;0.2308703886147016;0.00745236672647107;0.019848679493290836;0.002466736211878941
de moins de 50'000 habitants;6881;0.07578286056485085;0.005982979035042622;0.6571247038577129;0.010730920309699288;0.24754330527037108;0.00975688806697641;0.019549130307065146;0.003129836229836284
Communes hors des agglomérations;13460;0.05865269025916377;0.003798106471454417;0.7376776379570862;0.007110484433546122;0.18535451030259215;0.006281077203461655;0.01831516148115781;0.0021674028572615275
Communes rurales sans caractère urbain;7406;0.05763512059818667;0.005078460150415117;0.743521642075356;0.009515926285687789;0.18215140400164376;0.008410689834050323;0.016691833324813506;0.0027917449714471012
Communes-centres d'agglomération (villes-centres);17086;0.10298210280288607;0.004360456762029476;0.5347399374122408;0.007155990419174437;0.35020984449413256;0.0068438627486465085;0.012068115290740755;0.0015665121906771491
Communes-centres d'agglomération (centres principaux);14310;0.08225535530894217;0.004307189282421561;0.6639243973314574;0.007405062762845369;0.23665593881758415;0.00666299988895592;0.017164308542016258;0.00203612554615965
Communes-centres d'agglomération (centres secondaires);3411;0.06685441653893044;0.008019912829173996;0.6260170437980563;0.015536345755184375;0.27646195790935985;0.014360787926072493;0.030666581753653357;0.0055360393922602915
Communes de la couronne d'agglomération;8823;0.06544340297561199;0.004937400478284618;0.7180061280435646;0.008983519706168258;0.1909522926140627;0.007847152962366382;0.02559817636676073;0.0031530885795341
Communes multi-orientée;3647;0.054848516220368355;0.007070270405563018;0.7689480946418261;0.013088990776404474;0.15199239544173304;0.011148429073577416;0.024210993696072474;0.0047729528008386025
Communes-centres hors agglomération;2407;0.06962134330353317;0.009728228819973405;0.6572013085480478;0.01814268231365139;0.2595622768960896;0.01675705767357183;0.013615071252329462;0.004429613985551654
ECU: Espace sous influence des centres urbains;12470;0.06170399092827012;0.004040769604747751;0.7359858392017367;0.007402626998416638;0.17720159265709468;0.006412362394801472;0.025108577212898303;0.0026274030732889118
ECU: Espace des centres urbains;37214;0.08783627139254664;0.0027516356175558707;0.6045124145289881;0.004753205781779001;0.29110049923588777;0.004416023617093501;0.01655081484257757;0.0012402328476188449
TC9: Commune urbaine d'une grande agglomération;13929;0.09793188468134298;0.004722723359684539;0.5534721097370904;0.007899197093260158;0.3303785930923723;0.007473626651100244;0.018217412489194326;0.00212501398773729
TC9: Commune urbaine d'une agglomération moyenne;14779;0.08320741299708621;0.004260541356959296;0.6400486626738972;0.007404174098668869;0.2626455726416706;0.006788462408030508;0.014098351687346071;0.0018186502866431944
TC9: Commune urbaine d'une petite ou hors agglomération;8579;0.07261265922311105;0.00525398915805833;0.659212392550742;0.009596370300917449;0.2508569310285657;0.008777035502002355;0.017318017197581068;0.002641240814630493
TC9: Commune périurbaine de forte densité;3547;0.06351033107802749;0.00767916223911177;0.713367579199613;0.014238344582625758;0.19955506258657466;0.01258453768162887;0.023567027135784888;0.004776543955073262
TC9: Commune périurbaine de moyenne densité;6169;0.06475088287145075;0.00587556816575429;0.7372236632224393;0.010508872643182935;0.17207595782629534;0.009011948754169908;0.02594949607981472;0.00379593328104377
TC9: Commune périurbaine de faible densité;2791;0.05299008555443605;0.007951799272169659;0.7665339690502375;0.015016488511149359;0.15603063693832422;0.01288128285523347;0.024445308457002036;0.005481689184729626
TC9: Commune d'un centre rural;2014;0.06716273418594357;0.010459433140288722;0.7259827250400003;0.018637735125829172;0.19034756792965704;0.016404537815524204;0.01650697284439919;0.0053242738074463156
TC9: Commune rurale en situation centrale;3743;0.056069029507995936;0.007051678071813523;0.7632873782461232;0.01302913512928448;0.16287825341873508;0.011318443413369813;0.017765338827145784;0.004049069351005256
TC9: Commune rurale périphérique;1539;0.05069396766437662;0.01048655178272153;0.7090902375047851;0.02171107585444453;0.2247035641781693;0.019952178337700355;0.015512230652668962;0.00590736401438798
