Agglomération,Echantillon,Total,Total (+/-),Mobilité douce,Mobilité douce (+/-),Transport individuel motorisé,Transport individuel motorisé (+/-),Transports publics,Transports publics (+/-),Autres,Autres (+/-)
Agglomération de taille K,10884,36.41008041279556,1.0680942790599757,2.770027746552641,0.10499948655539232,24.56734252644093,0.8597391824355063,7.946706099339308,0.6188883083615188,1.1260040404626765,0.29357814430190216
Agglomération de taille M,17981,36.97553528841381,0.8292528577652939,2.959731144594807,0.07598798951065282,23.92155289380771,0.6722960534564847,9.189456256457934,0.5002723977786556,0.9047949935533646,0.2043684395117489
Agglomération de taille G,21374,33.24960822533503,0.7175729642038293,2.9441719937498503,0.06680699534988961,20.194808215158826,0.5794495625182972,9.483150732720361,0.4437953498932992,0.6274772837059945,0.127757049230071
Toutes les agglomérations,50239,35.00770020918857,0.4824878718740406,2.92421156500942,0.04504245280028675,22.129823292914747,0.39015495887720847,9.156963689003096,0.29275112324400315,0.7967016622613042,0.1069696293994215
Hors agglomérations,12629,41.26423220102869,1.0280206306572754,2.53548479070976,0.09036111343711528,30.532936418063898,0.8856692125460113,7.030299424597646,0.5248285172854179,1.1655115676573902,0.2815643588030383
Ville isolée (commune BFS) Lyss,75,41.282520397145376,14.527991560334543,3.89295933421708,1.9256874193339735,26.912020062926988,14.241982404508466,10.47754100000131,5.199562378373401,0.0,0.0
Ville isolée (commune BFS) Langenthal,87,47.258865613195916,12.908859293901546,4.507600797380657,1.5214895886220352,24.586138628732293,10.808403657946947,17.129756587551626,8.985423008039392,1.035369599531348,1.5126168149042554
Ville isolée (commune BFS) Einsiedeln,171,34.614174960277374,6.863868229115897,4.0560085501719705,1.0417341229285277,25.484760351380707,6.184576369433062,3.971236902622436,3.0527278211452944,1.1021691561022615,1.0020650057795795
Ville isolée (commune BFS) Davos,66,34.38563705962519,14.706663694490373,6.43767625802997,2.125448608544704,15.907977935967601,11.368409861413774,11.803954478970565,9.930495802542792,0.23602838665704534,0.3233276049294931
Ville isolée (commune BFS) Martigny,58,40.41929785981704,18.387295498668603,1.2494077437503466,0.45206614454146676,39.15626805383043,18.487524419128167,0.0,-,0.013622062236270606,0.024762618244660934
Toutes les ville isolées,457,39.415146949033165,5.553778927736191,3.9564334461490223,0.6550234007117102,26.690478205440762,5.105642290233721,8.241946553320238,2.7216608331990018,0.5262887441231405,0.42913810890945475
