BFS Gemeindenummer;Stichprobe;zu Fuss;zu Fuss (+/-);Velo (inkl. E-Bike);Velo (inkl. E-Bike) (+/-);motorisierte Zweiräder;motorisierte Zweiräder (+/-);Auto;Auto (+/-);öffentlicher Strassenverkehr;öffentlicher Strassenverkehr (+/-);Eisenbahn;Eisenbahn (+/-);übrige;übrige (+/-)
261, 52, 54, 62, 66, 69, 131, 133, 135, 136, 137, 139, 141, 151, 152, 154, 160, 161, 191, 194, 197, 199, 200, 243, 244, 245, 246, 247, 249, 250, 251, 4023, 2, 5, 51, 53, 56, 57, 60, 68, 72, 89, 90, 92, 96, 121, 138, 142, 155, 156, 158, 159, 174, 198, 1322, 1323, 4030, 4040, 4048, 4062, 4063, 4075, 4081, 4083, 1, 3, 4, 8, 9, 10, 11, 12, 13, 14, 23, 55, 58, 59, 61, 63, 64, 65, 67, 70, 71, 81, 82, 83, 84, 85, 86, 87, 88, 91, 93, 94, 95, 97, 98, 99, 100, 101, 102, 111, 112, 115, 116, 117, 119, 132, 134, 140, 153, 157, 172, 173, 175, 176, 177, 178, 180, 182, 192, 193, 195, 196, 213, 215, 224, 241, 242, 248, 1321, 2933, 2938, 4022, 4031, 4061, 4066, 4067, 4071, 4073, 4074, 4079, 4084, 4226, 4238, 4306, 4308, 4318, 4319;8547;0.06274316775443425;0.004918995551734552;0.0;0.0;0.01276914049356629;0.0022774775020082236;0.5842462466018452;0.009997236278176742;0.05613050011455994;0.004668951190281923;0.25990011068229;0.008896359073070568;0.02421083435330428;0.003117789396514364
