Agglomération,Echantillon,Total,Total (+/-),Mobilité douce,Mobilité douce (+/-),Transport individuel motorisé,Transport individuel motorisé (+/-),Transports publics,Transports publics (+/-),Autres,Autres (+/-)
Agglomération Zug,594,36.62903033022787,4.595423205754439,3.495258301221579,0.5439133713952481,25.679845027105706,4.414665844054259,7.231927196397451,1.846516699754022,0.2219998055031311,0.17109183518234178
Agglomération Lugano (CH),591,26.189598366201864,3.8120339353546853,2.085281124338919,0.3617888972585306,18.511033709022495,2.539591592916798,3.607468390035256,1.6913679212142774,1.985815142805194,2.327456645991591
Agglomération Delémont,336,37.21659146063572,6.65002520716332,2.2259296807211655,0.5230898075707734,24.504394198151047,5.403512358412883,9.082989337906564,3.7943202669593585,1.4032782438569398,1.6241889430470178
Agglomération Sierre-Montana,258,28.882957702854238,5.838684853465262,1.9063126816563745,0.42570776789567566,22.62831984287314,5.087386984000623,4.1935780567691365,2.794519322766233,0.15474712155558626,0.17599536609020938
Agglomération Buchs (SG) (CH),275,38.95967257774032,7.799876772627397,3.4472322207145787,0.6897959061525596,31.284659967259515,7.678187569837982,4.1594544426532565,2.5305995474015934,0.06832594711297856,0.0939640660817161
Agglomération Monthey-Aigle,277,39.60061991776125,6.3697602755514104,2.7435752483231575,0.8205533916173181,29.531433649218876,5.6946980544707095,5.846289525367549,2.796601265886092,1.4793214948516644,1.3439948642130923
Agglomération de taille K,11321,37.2702311771564,1.0648462435669719,2.7756025257745214,0.10631236126333517,25.37787478392185,0.8913325565072258,8.466978279612727,0.6237914591556302,0.6497755878472931,0.18421847441837721
Agglomération de taille M,16183,36.202119569635016,0.8514983877073575,2.8979492433223437,0.08109365858578886,23.451790378967555,0.6866379843746547,9.156913048834168,0.5314238795217066,0.6954668985109508,0.18267047712274787
Agglomération de taille G,16933,32.85292208026866,0.7900628522633221,2.9670268696217676,0.07716086887906026,19.283663521436686,0.6331810549767539,10.010680521101495,0.5090691402493048,0.5915511681087169,0.14118150189134396
Toutes les agglomérations,44437,34.66948777121288,0.5047182345116625,2.914846278907021,0.049015822800328214,21.63194147367316,0.40880608659712253,9.48634858991678,0.3166355541575864,0.6363514287159152,0.09663927870121217
Hors agglomérations,12653,42.70478240638413,1.0527148391391985,2.499520004157733,0.09783940652031126,31.748729775099143,0.8912130680015294,7.631164710601235,0.5964017935961764,0.8253679165260285,0.22067381207784395
Ville isolée (commune BFS) Lyss,48,44.42998189660255,20.518442703133235,2.320247115606066,1.0709963423319984,31.530331637240266,20.626319868200518,10.579403143756211,7.058978996977752,0.0,0.0
Ville isolée (commune BFS) Langenthal,58,42.966584154121016,13.802923401252063,1.8236732949914352,0.6882420606328632,23.535746977197917,11.648316802244588,17.36083938511699,9.810061740179204,0.24632449681467705,0.4801824909398119
Ville isolée (commune BFS) Einsiedeln,135,38.31606797344565,8.377111043745517,2.7328271129566835,0.6588940340551159,25.398705588317483,6.659493030290784,8.817691797895115,5.30159152317289,1.366843474276364,2.609712372165531
Ville isolée (commune BFS) Davos,57,48.997956256052994,19.08691529065934,3.0543875873672186,0.9837785400601421,33.484733112557656,16.63478915427433,6.748663210178066,6.209545353321566,5.710172345950047,9.310429315689767
Ville isolée (commune BFS) Martigny,200,32.23806530354337,7.3444044431102355,2.0289193268456183,0.4183863330245054,22.20810015633309,5.384159436477979,8.001045820364665,5.561176475157579,0.0,0.0
Toutes les ville isolées,498,40.72727603801329,5.266433234021773,2.342271771122328,0.3012706724910002,26.593856293112545,4.575127066141012,10.53923855801517,2.9312234155110293,1.2519094157632333,1.4087796338554184
